label,clean_data
2,day vaccin chines govern arriv today also uk govern deliv coldchain vehicl biosafeti refriger solar gener support govern vaccin program
1,geniu
1,get second tomorrow reaction first week sore still rub spot hope get great night sleep like mani other said
1,shot go took
2,get first shot tomorrow excit expect major side effect mayb sore arm though nd one may th say let shit
2,time second shot take second jab vaccin day dr sandeep nayar
1,johnson amp johnson vaccin arriv soon
2,one one go
1,shoutout dolli parton st patrick nerd
1,pay three time jab pay accord peopl familiar procur process
1,receiv st shipment dose chines vaccin seneg presid announc vaccin would begin end februari start high risk worker seneg record case nearli death
1,presid get nd dose chines vaccin via
1,fulli vaccin
1,report potenti misdirect applic ema inaccur follow submiss request roll review receiv ema rdif work ema start roll review ema day ago appoint rapporteur sputnik v dossier
2,st one done
1,usa nation need
1,would imagin piss sue eu stop shipment uk uk instead use remaind program miss opportun polit
1,done nd dose vaccin king hamad univers hospit
1,protest
1,delight partner brazil unifi fight covid million dose covaxin suppli
1,amp machin learn rd geraldo briana tom cotton bongino loup season leroy jerri
1,alway oxford run vein today littl bit
2,amaz volunt team work vaccin centr week
0,worri carl second shot went easier first pain arm sever day one know got sick moderna shot
1,today mark month sinc india launch vaccin drive india central govt distribut mn dose vaccin state astrazeneca oxford bharat biotech icmr stori
1,cell spleen african green monkey key ingredi vegetarian bhakt inform
1,vs differ
1,import updat
1,still scare mean wtf broo
1,avail adult u alreadi work creat third booster shot read vaccin popul may need receiv booster
1,bottomlin
1,say zero dose limit number distribut state week due winter weather across countri
2,least hair look nice done
1,regist trademark usa soon ocgn
2,thank
0,poll favourit takeaway non regist nd popular surpris worryingli look like bare actual want jab shatter sourc dennik n focu markiza
1,fda make two revis eua help increas number vaccin dose avail
0,threat covid still persist
1,got g microchip
1,soon g capabl thought directli transmit dream
0,dead norway peopl dead germani go protect vulner poison
1,let delay canadian week one week weak cost mani live million econom loss
2,russian vaccin efficaci provid full protect sever case storag temperatur c mean store convent refriger without need invest addit cold chain infrastructur
1,ocgn expect see given valuat could next mrna jnj nvax bntx could mrk make play ocgn rememb mrk trial
1,nirmala sitharaman u treasuri secretari janet yellen discuss global econom outlook ocgn
1,franc may warm idea secur bharat biotech french govt face critic delay public vaccin programm report
2,buy extra million dose
2,say amp vaccin may work glare evid efficaci take vaccin pic still doubt left pleas see chant chandi path
1,hear van tam statement gather news headlin yr decid clot happen turn far like heart attack stroke etc
1,us adult receiv least one dose vaccin number adult us million number receiv least one shot million
1,one
1,know
2,think might frame photo nd shot
2,danc card full
2,finish realli last time check still countri call popul million plu million global armenian diaspora includ bright scientist like noubar afeyan develop vaccin
1,check note internet oh realli dose sit fridg arm said
1,vaccin shortag mess second dose schedul even among elderli vulner got call senior citizen palam vihar haryana due second dose today noth avail centr report today
1,get shopahol let safe healthi shop don mask
1,say unless prove opposit free huddl basement wear mask opposit
1,wait hear declar nation covid free
1,start product activ ingredi plant singl batch mrna suffici produc eight million vaccin dose
2,first shot pm arm realli sore feel fatigu still glad part
2,say efficaci hospit great pleas get vaccin india million yesterday
2,mom got second dose today thank ji provid free seem vaccin shortag tamilnadu mother law went first dose vaccin centr deni non avail kindli look thank
1,dose offici hand
2,moscow russia everyth open busi usual ontario canada report case new case toronto close busi church famili hope canada get syria effect
1,jab far blood clot tell stop take jab rest us gambler happi risk shot player
0,purpos drink hr aw
1,dose vaccin avail us april tuesday compris lakh dose lakh say director public health dr selvavinayagam
2,plan purchas million vaccin addit purchas alreadi made earlier week
2,embarrass ontario report case new case toronto canada politic doug ford trudeau order end caus busi collaps drug addict violenc unemploy
1,dr siegel histor day scienc battl covid fox news video
1,vaccin
1,new video alert experi covid vaccin enjoy forget subscrib
1,regist vaccin age amp support warrior fight corona
1,recent publish phase amp data even websit icmr amp everi detail vaccin approv india avail
1,soldier stand guard work israel reciev tarkumiya cross
2,mm dose order avail almost safe vs mm dose amp bloodclot reaction amp death moderna pfizer mm dose amp cod k math
1,true mrna well known avail trial period short condit approv eau fda howev pharmacokinet pharmacodynam result ever appear
1,pm receiv first dose delhi appeal elig take vaccin
0,updat hour chill bad hour ear ach continu along pain jaw hurt chew hunger slowli increas might actual eat someth soon use minim symptom
1,pakistani presid arif alvi wife samina alvi mar receiv jab vaccin islamabad
2,shannonwiz omg love much regardless get pick show could anyth want public health worker unit
0,arm start hurt hour shot still sore bad last night mild cold like symptom today weird sinu headach ear congest fatigu bad enough need medic stay hydrat
1,aim vaccin popul end juli senior
1,nd dose hour later arm bit sore far hope get flu like side effect warn
0,vaccin associ selfi disord vasd
2,richmond lab produc first batch sputnik v vaccin argentina first real good news sinc begin pandem
1,appar come damag side effect cannot pursu legal action usa govern think take second dont
1,first moderna shot today
1,break news approv emerg use india
0,liter enough secur herd immun world entir selfish protect profit pharmaceut compani name intellectu properti vaccin world end pandem simpl
1,ceo hse paul reid announc today peopl receiv pfizer biontech vaccin republ ireland far
1,effect current known strain sar cov need vaccin india also suggest whether peopl taken dose vaccin take
1,today father vaccin st dose given vaccin two use bottl earlier open use vaccin person vaccin work
1,anyon know
2,coronaviru vaccin develop american pharma giant manufactur moderna anoth us compani reduc risk infect even first dose read
